1;1.0;1;1
2;1.0;1;1
3;1.0;1;1
4;1.0;1;1
5;1.0;1;1
6;1.02;3;3
7;1.04;3;3
8;1.14;5;5
9;1.14;7;7
10;1.14;7;7
11;1.2;7;7
12;1.24;7;7
13;1.24;7;7
14;1.26;7;7
15;1.2;7;7
16;1.24;7;7
17;1.28;7;7
18;1.28;7;7
19;1.24;7;7
20;1.22;7;7
21;1.3;7;7
22;1.28;7;7
23;1.3;7;7
24;1.3;7;7
25;1.34;7;7
26;1.36;7;7
27;1.3;7;7
28;1.28;7;7
29;1.26;7;7
30;1.38;7;7
31;1.34;7;7
32;1.3;7;7
33;1.3;7;7
34;1.28;7;7
35;1.36;7;7
36;1.32;7;7
37;1.34;7;7
38;1.28;7;7
39;1.3;7;7
40;1.34;7;7
41;1.38;7;7
42;1.4;7;7
43;1.42;7;7
44;1.32;7;7
45;1.4;7;7
46;1.4;7;7
47;1.42;7;7
48;1.44;7;7
49;1.4;7;7
50;1.48;7;7
51;1.4;7;7
52;1.42;7;7
53;1.42;7;7
54;1.52;7;7
55;1.52;7;7
56;1.5;7;7
57;1.46;7;7
58;1.4;7;7
59;1.44;7;7
60;1.54;9;9
61;1.5;9;9
62;1.42;9;9
63;1.44;9;9
64;1.44;9;9
65;1.58;11;11
66;1.58;11;11
67;1.54;11;11
68;1.54;11;11
69;1.46;11;11
70;1.68;11;11
71;1.46;11;11
72;1.56;11;11
73;1.46;11;11
74;1.46;11;11
75;1.56;11;11
76;1.5;11;11
77;1.6;11;11
78;1.54;11;11
79;1.52;11;11
80;1.56;11;11
81;1.5;11;11
82;1.56;11;11
83;1.56;11;11
84;1.54;11;11
85;1.54;11;11
86;1.44;11;11
87;1.5;11;11
88;1.5;11;11
89;1.5;11;11
90;1.48;11;11
91;1.52;11;11
92;1.48;11;11
93;1.54;11;11
94;1.6;11;11
95;1.5;11;11
96;1.48;11;11
97;1.48;11;11
98;1.44;11;11
99;1.54;11;11
100;1.58;11;11
101;1.62;11;11
102;1.56;11;11
103;1.48;11;11
104;1.52;11;11
105;1.52;11;11
106;1.52;11;11
107;1.48;11;11
108;1.52;11;11
109;1.56;11;11
110;1.5;11;11
111;1.52;11;11
112;1.54;11;11
113;1.48;11;11
114;1.46;11;11
115;1.54;11;11
116;1.5;11;11
117;1.52;11;11
118;1.48;11;11
119;1.5;11;11
120;1.46;11;11
121;1.58;11;11
122;1.48;11;11
123;1.5;11;11
124;1.5;11;11
125;1.46;11;11
126;1.6;11;11
127;1.52;11;11
128;1.5;11;11
129;1.48;11;11
130;1.56;11;11
131;1.56;11;11
132;1.54;11;11
133;1.56;11;11
134;1.5;11;11
135;1.54;11;11
136;1.68;11;11
137;1.52;11;11
138;1.64;11;11
139;1.58;11;11
140;1.52;11;11
141;1.56;11;11
142;1.54;11;11
143;1.62;11;11
144;1.58;11;11
145;1.64;11;11
146;1.58;11;11
147;1.58;11;11
148;1.54;11;11
149;1.54;11;11
150;1.58;11;11
151;1.78;11;11
152;1.62;11;11
153;1.64;11;11
154;1.48;11;11
155;1.5;11;11
156;1.52;11;11
157;1.58;11;11
158;1.62;11;11
159;1.62;11;11
160;1.58;11;11
161;1.58;11;11
162;1.58;11;11
163;1.58;11;11
164;1.64;11;11
165;1.58;11;11
166;1.54;11;11
167;1.5;11;11
168;1.56;11;11
169;1.58;11;11
170;1.54;11;11
171;1.54;11;11
172;1.54;11;11
173;1.52;11;11
174;1.54;11;11
175;1.54;11;11
176;1.62;11;11
177;1.62;11;11
178;1.58;11;11
179;1.54;11;11
180;1.64;11;11
181;1.56;11;11
182;1.58;11;11
183;1.64;11;11
184;1.58;11;11
185;1.66;11;11
186;1.6;11;11
187;1.68;11;11
188;1.5;11;11
189;1.6;11;11
190;1.5;11;11
191;1.54;11;11
192;1.56;11;11
193;1.5;11;11
194;1.62;11;11
195;1.58;11;11
196;1.62;11;11
197;1.52;11;11
198;1.54;11;11
199;1.5;11;11
200;1.58;11;11
201;1.56;11;11
202;1.58;11;11
203;1.62;11;11
204;1.58;11;11
205;1.58;11;11
206;1.6;11;11
207;1.54;11;11
208;1.52;11;11
209;1.76;11;11
210;1.62;11;11
211;1.6;11;11
212;1.78;13;13
213;1.62;13;13
214;1.5;13;13
215;1.54;13;13
216;1.5;13;13
217;1.52;13;13
218;1.6;13;13
219;1.54;13;13
220;1.56;13;13
221;1.5;13;13
222;1.52;13;13
223;1.46;13;13
224;1.56;13;13
225;1.56;13;13
226;1.62;13;13
227;1.54;13;13
228;1.52;13;13
229;1.56;13;13
230;1.52;13;13
231;1.72;13;13
232;1.6;13;13
233;1.6;13;13
234;1.54;13;13
235;1.54;13;13
236;1.56;13;13
237;1.6;13;13
238;1.54;13;13
239;1.56;13;13
240;1.64;13;13
241;1.56;13;13
242;1.58;13;13
243;1.58;13;13
244;1.62;13;13
245;1.54;13;13
246;1.54;13;13
247;1.54;13;13
248;1.68;13;13
249;1.62;13;13
250;1.58;13;13
251;1.66;13;13
252;1.54;13;13
253;1.62;13;13
254;1.62;13;13
255;1.6;13;13
256;1.68;13;13
257;1.6;13;13
258;1.52;13;13
259;1.52;13;13
260;1.62;13;13
261;1.72;13;13
262;1.68;13;13
263;1.58;13;13
264;1.64;13;13
265;1.68;13;13
266;1.62;13;13
267;1.64;13;13
268;1.62;13;13
269;1.64;13;13
270;1.7;13;13
271;1.66;13;13
272;1.7;13;13
273;1.64;13;13
274;1.7;13;13
275;1.66;13;13
276;1.7;13;13
277;1.58;13;13
278;1.56;13;13
279;1.6;13;13
280;1.62;13;13
281;1.62;13;13
282;1.66;13;13
283;1.68;13;13
284;1.62;13;13
285;1.58;13;13
286;1.6;13;13
287;1.58;13;13
288;1.6;13;13
289;1.7;13;13
290;1.56;13;13
291;1.68;13;13
292;1.6;13;13
293;1.66;13;13
294;1.68;13;13
295;1.68;13;13
296;1.64;13;13
297;1.56;13;13
298;1.6;13;13
299;1.62;13;13
300;1.6;13;13
301;1.64;13;13
302;1.72;13;13
303;1.68;13;13
304;1.6;13;13
305;1.64;13;13
306;1.66;13;13
307;1.7;13;13
308;1.68;13;13
309;1.56;13;13
310;1.66;13;13
311;1.62;13;13
312;1.6;13;13
313;1.66;13;13
314;1.68;13;13
315;1.72;13;13
316;1.6;13;13
317;1.6;13;13
318;1.74;13;13
319;1.78;13;13
320;1.66;13;13
321;1.72;13;13
322;1.64;13;13
323;1.7;13;13
324;1.72;13;13
325;1.7;13;13
326;1.7;13;13
327;1.74;13;13
328;1.78;13;13
329;1.72;13;13
330;1.7;13;13
331;1.74;13;13
332;1.64;13;13
333;1.7;13;13
334;1.78;13;13
335;1.62;13;13
336;1.66;13;13
337;1.68;13;13
338;1.76;13;13
339;1.72;13;13
340;1.66;13;13
341;1.62;13;13
342;1.76;13;13
343;1.78;13;13
344;1.74;13;13
345;1.74;13;13
346;1.68;13;13
347;1.72;13;13
348;1.66;13;13
349;1.7;13;13
350;1.7;13;13
351;1.64;13;13
352;1.68;13;13
353;1.78;13;13
354;1.72;13;13
355;1.78;13;13
356;1.74;13;13
357;1.62;13;13
358;1.66;13;13
359;1.68;13;13
360;1.7;13;13
361;1.68;13;13
362;1.66;13;13
363;1.68;13;13
364;1.64;13;13
365;1.68;13;13
366;1.64;13;13
367;1.64;13;13
368;1.94;13;13
369;1.7;13;13
370;1.72;13;13
371;1.74;13;13
372;1.76;13;13
373;1.8;13;13
374;1.7;13;13
375;1.76;13;13
376;1.72;13;13
377;1.74;13;13
378;1.7;13;13
379;1.72;13;13
380;1.86;13;13
381;1.72;13;13
382;1.72;13;13
383;1.72;13;13
384;1.7;13;13
385;1.74;13;13
386;1.76;13;13
387;1.74;13;13
388;1.72;13;13
389;1.66;13;13
390;1.72;13;13
391;1.9;13;13
392;1.76;13;13
393;1.68;13;13
394;1.72;13;13
395;1.72;13;13
396;1.84;13;13
397;1.68;13;13
398;1.7;13;13
399;1.78;13;13
400;1.78;13;13
401;1.68;13;13
402;1.72;13;13
403;1.82;13;13
404;1.72;13;13
405;1.76;13;13
406;1.76;13;13
407;1.76;13;13
408;1.68;13;13
409;1.7;13;13
410;1.8;13;13
411;1.76;13;13
412;1.72;13;13
413;1.8;13;13
414;1.72;13;13
415;1.68;13;13
416;1.7;13;13
417;1.76;13;13
418;1.74;13;13
419;1.8;13;13
420;1.74;13;13
421;1.68;13;13
422;1.66;13;13
423;1.76;13;13
424;1.7;13;13
425;1.72;13;13
426;1.64;13;13
427;1.74;13;13
428;1.72;13;13
429;1.7;13;13
430;1.66;13;13
431;1.68;13;13
432;1.76;13;13
433;1.72;13;13
434;1.68;13;13
435;1.7;13;13
436;1.74;13;13
437;1.7;13;13
438;1.78;13;13
439;1.86;13;13
440;1.76;13;13
441;1.74;13;13
442;1.7;13;13
443;1.72;13;13
444;1.86;13;13
445;1.7;13;13
446;1.78;13;13
447;1.76;13;13
448;1.68;13;13
449;1.7;13;13
450;1.72;13;13
451;1.72;13;13
452;1.7;13;13
453;1.74;13;13
454;1.72;13;13
455;1.76;13;13
456;1.72;13;13
457;1.7;13;13
458;1.74;13;13
459;1.7;13;13
460;1.7;13;13
461;1.7;13;13
462;1.74;13;13
463;1.76;13;13
464;1.78;13;13
465;1.98;17;17
466;1.76;17;17
467;1.74;17;17
468;1.88;17;17
469;1.78;17;17
470;1.72;17;17
471;1.76;17;17
472;1.76;17;17
473;1.8;17;17
474;1.96;17;17
475;1.76;17;17
476;1.76;17;17
477;1.8;17;17
478;1.82;17;17
479;1.8;17;17
480;1.82;17;17
481;1.94;17;17
482;1.94;17;17
483;1.74;17;17
484;1.76;17;17
485;1.78;17;17
486;1.8;17;17
487;1.82;17;17
488;1.76;17;17
489;1.84;17;17
490;1.96;17;17
491;1.86;17;17
492;1.76;17;17
493;1.84;17;17
494;1.9;17;17
495;1.82;17;17
496;1.8;17;17
497;1.78;17;17
498;1.82;17;17
499;1.78;17;17
500;1.84;17;17
501;1.82;17;17
502;1.78;17;17
503;1.82;17;17
504;1.74;17;17
505;1.82;17;17
506;1.78;17;17
507;1.8;17;17
508;1.74;17;17
509;1.88;17;17
510;1.84;17;17
511;1.84;17;17
512;1.78;17;17
513;1.8;17;17
514;1.78;17;17
515;1.8;17;17
